Timestamp,RAM_Usage(%),CPU_Usage(%),Active_Processes,Disk_Read_Speed(MB/s),Disk_Write_Speed(MB/s),GPU_Usage,Optimized,Reason
2026-01-10 11:42:26,16887619584,12894126080,3993493504,22.2,80%,Plugged In,Integrated,9% Load,No
2026-01-10 11:42:28,16887619584,13109305344,3778314240,13.3,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:42:30,16887619584,13293920256,3593699328,31.1,80%,Plugged In,Integrated,8% Load,No
2026-01-10 11:42:32,16887619584,13431971840,3455647744,31.1,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:42:34,16887619584,13660319744,3227299840,23.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:42:36,16887619584,13716115456,3171504128,13.3,80%,Plugged In,Integrated,14% Load,No
2026-01-10 11:42:38,16887619584,13689118720,3198500864,50.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:42:40,16887619584,13674745856,3212873728,25.0,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:42:43,16887619584,13665665024,3221954560,23.0,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:42:45,16887619584,13681938432,3205681152,19.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:42:47,16887619584,13684256768,3203362816,50.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:42:49,16887619584,13703376896,3184242688,16.7,80%,Plugged In,Integrated,47% Load,No
2026-01-10 11:42:51,16887619584,13834547200,3053072384,13.3,80%,Plugged In,Integrated,12% Load,No
2026-01-10 11:42:53,16887619584,13836697600,3050921984,26.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:42:55,16887619584,13842296832,3045322752,60.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:42:57,16887619584,13835984896,3051634688,28.3,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:42:59,16887619584,13934555136,2953064448,40.8,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:43:01,16887619584,14729117696,2158501888,25.0,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:43:03,16887619584,14729306112,2158313472,72.6,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:43:06,16887619584,14773338112,2114281472,50.0,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:43:08,16887619584,14700670976,2186948608,49.3,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:43:10,16887619584,14749179904,2138439680,48.2,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:43:12,16887619584,14644957184,2242662400,68.0,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:43:14,16887619584,14254387200,2633232384,56.2,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:43:16,16887619584,14143275008,2744344576,36.1,80%,Plugged In,Integrated,12% Load,No
2026-01-10 11:43:18,16887619584,13974401024,2913218560,21.7,80%,Plugged In,Integrated,6% Load,No
2026-01-10 11:43:20,16887619584,13849296896,3038322688,29.5,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:43:22,16887619584,13416259584,3471360000,35.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:24,16887619584,13165305856,3722313728,18.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:26,16887619584,13200539648,3687079936,33.3,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:43:29,16887619584,13454553088,3433066496,29.5,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:43:31,16887619584,13531516928,3356102656,26.7,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:33,16887619584,13502631936,3384987648,21.0,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:43:35,16887619584,13542854656,3344764928,11.7,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:37,16887619584,13601959936,3285659648,23.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:39,16887619584,13695741952,3191877632,90.7,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:43:41,16887619584,14018699264,2868920320,37.5,80%,Plugged In,Integrated,48% Load,No
2026-01-10 11:43:43,16887619584,15032311808,1855307776,34.2,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:43:45,16887619584,14663839744,2223779840,40.8,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:43:47,16887619584,14379094016,2508525568,54.0,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:43:49,16887619584,14120714240,2766905344,21.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:43:52,16887619584,13845336064,3042283520,30.8,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:43:54,16887619584,13575241728,3312377856,32.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:56,16887619584,13319262208,3568357376,20.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:43:58,16887619584,13134581760,3753037824,46.9,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:00,16887619584,13125804032,3761815552,27.1,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:02,16887619584,13167992832,3719626752,16.4,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:04,16887619584,13241098240,3646521344,36.1,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:06,16887619584,13272940544,3614679040,18.3,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:08,16887619584,14592524288,2295095296,31.7,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:44:10,16887619584,14531833856,2355785728,19.7,80%,Plugged In,Integrated,3% Load,Yes
2026-01-10 11:44:12,16887619584,14440226816,2447392768,50.8,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:44:15,16887619584,14256893952,2630725632,21.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:17,16887619584,13964595200,2923024384,37.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:19,16887619584,13609488384,3278131200,43.3,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:21,16887619584,13363732480,3523887104,73.6,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:23,16887619584,13298335744,3589283840,45.8,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:25,16887619584,13690912768,3196706816,16.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:27,16887619584,13779865600,3107753984,33.3,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:29,16887619584,13737172992,3150446592,15.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:31,16887619584,13725257728,3162361856,22.6,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:44:33,16887619584,13738115072,3149504512,13.1,80%,Plugged In,Integrated,38% Load,No
2026-01-10 11:44:35,16887619584,13875277824,3012341760,20.0,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:44:38,16887619584,13869686784,3017932800,11.5,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:40,16887619584,13928833024,2958786560,26.7,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:42,16887619584,13882503168,3005116416,15.0,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:44:44,16887619584,14586122240,2301497344,89.0,80%,Plugged In,Integrated,42% Load,Yes
2026-01-10 11:44:46,16887619584,15044718592,1842900992,25.0,80%,Plugged In,Integrated,8% Load,Yes
2026-01-10 11:44:48,16887619584,14993588224,1894031360,20.0,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:44:50,16887619584,14851956736,2035662848,21.7,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:44:52,16887619584,14290612224,2597007360,25.0,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:54,16887619584,14006706176,2880913408,11.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:44:56,16887619584,13765537792,3122081792,16.7,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:44:58,16887619584,13583302656,3304316928,49.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:45:01,16887619584,13891436544,2996183040,24.7,80%,Plugged In,Integrated,29% Load,No
2026-01-10 11:45:03,16887619584,14388875264,2498744320,83.2,80%,Plugged In,Integrated,8% Load,Yes
2026-01-10 11:45:05,16887619584,15026466816,1861152768,42.5,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:45:07,16887619584,15029682176,1857937408,44.7,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:45:09,16887619584,15168585728,1719033856,48.2,80%,Plugged In,Integrated,2% Load,Yes
2026-01-10 11:45:11,16887619584,14498938880,2388680704,45.2,80%,Plugged In,Integrated,1% Load,Yes
2026-01-10 11:45:13,16887619584,14238666752,2648952832,39.3,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:45:15,16887619584,14237134848,2650484736,49.2,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:45:17,16887619584,14231904256,2655715328,26.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:45:19,16887619584,14067417088,2820202496,83.5,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:45:22,16887619584,13691117568,3196502016,31.7,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:45:24,16887619584,13416431616,3471187968,27.4,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:45:26,16887619584,13386055680,3501563904,46.7,80%,Plugged In,Integrated,2% Load,No
2026-01-10 11:45:28,16887619584,13447397376,3440222208,24.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:45:30,16887619584,13494329344,3393290240,52.2,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:45:32,16887619584,13475901440,3411718144,18.0,80%,Plugged In,Integrated,3% Load,No
2026-01-10 11:45:34,16887619584,13466599424,3421020160,19.7,80%,Plugged In,Integrated,1% Load,No
2026-01-10 11:45:36,16887619584,13599891456,3287728128,15.0,80%,Plugged In,Integrated,1% Load,No
2026-01-10 14:45:04,83.3,0.0,80%,0.16,3.20,
2026-01-10 14:45:04,83.5,17.0,80%,0.30,25.28,
2026-01-10 14:45:05,83.5,12.0,80%,1.70,123.77,
2026-01-10 14:45:05,83.5,15.7,80%,0.99,1.99,
2026-01-10 14:45:06,83.7,24.2,80%,3.52,48.17,
2026-01-10 14:45:06,83.8,20.0,80%,1.24,165.17,
2026-01-10 14:45:07,83.8,24.4,80%,2.42,60.75,
2026-01-10 14:45:08,83.9,22.6,80%,0.44,21.63,
2026-01-10 14:45:08,83.9,12.5,80%,0.14,138.46,
2026-01-10 14:45:09,83.9,17.6,80%,0.40,27.80,
2026-01-10 14:45:09,83.9,14.8,80%,0.46,143.13,
2026-01-10 14:45:10,83.8,10.1,80%,0.24,25.94,
2026-01-10 14:45:10,83.9,26.9,80%,0.30,31.94,
2026-01-10 14:45:11,83.9,23.6,80%,0.00,24.62,
2026-01-10 14:45:11,83.9,12.7,80%,0.08,19.58,
2026-01-10 14:45:12,83.9,13.8,80%,0.52,141.80,
2026-01-10 14:45:13,84.0,30.4,80%,1.72,32.07,
2026-01-10 14:45:13,84.1,25.9,80%,2.04,170.01,
2026-01-10 14:45:14,83.9,16.7,80%,1.17,49.42,
2026-01-10 14:45:14,83.8,26.0,80%,0.74,139.90,
2026-01-10 14:45:15,83.9,33.3,80%,9.25,15.47,
2026-01-10 14:45:15,83.9,21.0,80%,1.67,16.69,
2026-01-10 14:45:16,83.9,11.6,80%,0.50,5.42,
2026-01-10 14:45:16,83.6,16.7,80%,0.00,8.94,
2026-01-10 14:45:17,82.5,22.9,80%,0.21,123.64,
2026-01-10 14:45:18,84.5,23.1,80%,0.14,24.28,
2026-01-10 14:45:18,86.6,34.5,80%,1.39,119.56,
2026-01-10 14:45:19,86.8,41.2,80%,0.60,23.00,
2026-01-10 14:45:19,86.6,30.7,80%,1.23,128.45,
2026-01-10 14:45:20,85.5,29.3,80%,0.26,23.45,
2026-01-10 14:45:20,84.0,27.2,80%,0.25,120.18,
2026-01-10 14:45:21,82.4,32.9,80%,0.41,30.92,
2026-01-10 14:45:22,81.4,30.1,80%,0.26,147.99,
2026-01-10 14:45:22,80.7,29.7,80%,0.88,45.89,
2026-01-10 14:45:23,80.1,25.5,80%,0.17,139.84,
2026-01-10 14:45:23,79.4,24.8,80%,0.53,48.97,
2026-01-10 14:45:24,78.3,25.5,80%,0.31,147.30,
2026-01-10 14:45:24,76.9,24.1,80%,0.21,43.53,
2026-01-10 14:45:25,75.8,38.1,80%,0.53,132.83,
2026-01-10 14:45:25,75.4,27.9,80%,0.20,47.38,
2026-01-10 14:45:26,74.3,24.9,80%,0.62,132.48,
2026-01-10 14:45:27,73.1,24.3,80%,0.82,16.72,
2026-01-10 14:45:27,72.8,21.2,80%,2.26,24.26,
2026-01-10 14:45:28,71.5,30.7,80%,0.09,14.20,
2026-01-10 14:45:28,70.0,29.0,80%,0.10,4.25,
2026-01-10 14:45:29,70.7,55.8,80%,0.31,136.61,
2026-01-10 14:45:29,69.8,15.8,80%,0.62,26.95,
2026-01-10 14:45:30,69.5,15.5,80%,0.09,11.57,
2026-01-10 14:45:31,69.6,17.1,80%,0.16,29.18,
2026-01-10 14:45:31,69.6,13.1,80%,0.04,135.79,
2026-01-10 14:45:32,69.7,24.6,80%,0.69,21.53,
2026-01-10 14:45:32,70.2,26.9,80%,0.47,141.12,
2026-01-10 14:45:33,70.2,11.7,80%,0.10,16.09,
2026-01-10 14:45:33,70.2,18.7,80%,0.77,227.17,
2026-01-10 14:45:34,70.3,17.1,80%,0.10,37.45,
2026-01-10 14:45:34,70.4,16.0,80%,0.41,27.96,
2026-01-10 14:45:35,70.4,25.8,80%,0.79,25.53,
2026-01-10 14:45:36,70.7,20.5,80%,0.00,398.47,
2026-01-10 14:45:36,70.9,10.8,80%,0.95,100.20,
2026-01-10 14:45:37,70.9,21.6,80%,0.48,46.50,
2026-01-10 14:45:37,70.9,17.4,80%,0.54,45.17,
2026-01-10 14:45:38,71.0,16.3,80%,0.05,10.95,
2026-01-10 14:45:38,70.9,16.3,80%,0.38,2.36,
2026-01-10 14:45:39,71.0,24.4,80%,0.05,15.78,
2026-01-10 14:45:40,71.1,18.3,80%,0.05,8.28,
2026-01-10 14:45:40,71.0,10.8,80%,1.50,133.41,
2026-01-10 14:45:41,71.1,18.8,80%,0.97,25.45,
2026-01-10 14:45:41,71.0,14.0,80%,1.08,134.22,
2026-01-10 14:45:42,70.9,28.9,80%,0.73,21.04,
2026-01-10 14:45:42,71.0,26.7,80%,22.13,15.31,
2026-01-10 14:45:43,71.2,41.3,80%,26.13,11.79,
2026-01-10 14:45:43,71.1,25.7,80%,10.07,126.34,
2026-01-10 14:45:44,71.1,21.3,80%,0.35,21.79,
2026-01-10 14:45:45,71.1,16.7,80%,0.25,140.15,
2026-01-10 14:45:45,71.1,32.0,80%,0.31,30.60,
2026-01-10 14:45:46,71.1,30.8,80%,0.27,18.85,
2026-01-10 14:45:46,71.1,8.7,80%,0.00,8.77,
2026-01-10 14:45:47,71.1,14.4,80%,0.18,16.98,
2026-01-10 14:45:47,71.1,17.8,80%,0.03,132.68,
2026-01-10 14:45:48,71.1,20.0,80%,0.48,31.82,
2026-01-10 14:45:49,71.2,27.1,80%,0.06,149.30,
2026-01-10 14:45:49,71.2,10.8,80%,0.43,24.93,
2026-01-10 14:45:50,71.3,15.8,80%,0.88,562.39,
2026-01-10 14:45:50,71.4,16.7,80%,0.59,43.73,
2026-01-10 14:45:51,71.6,23.9,80%,0.49,128.01,
2026-01-10 14:45:51,71.6,11.0,80%,0.32,29.77,
2026-01-10 14:45:52,71.7,29.5,80%,0.18,155.27,
2026-01-10 14:45:52,71.8,25.0,80%,0.52,22.87,
2026-01-10 14:45:53,71.8,14.6,80%,0.28,147.41,
2026-01-10 14:45:54,72.2,18.8,80%,0.36,17.34,
2026-01-10 14:45:54,72.1,15.1,80%,0.45,20.28,
2026-01-10 14:45:55,72.3,19.5,80%,0.64,18.83,
2026-01-10 14:45:55,72.3,24.7,80%,0.11,24.11,
2026-01-10 14:45:56,72.4,44.8,80%,0.06,15.67,
2026-01-10 14:45:56,72.4,10.1,80%,2.07,21.44,
2026-01-10 14:45:57,72.5,17.2,80%,9.15,169.51,
2026-01-10 14:45:57,73.2,20.7,80%,2.98,35.33,
2026-01-10 14:45:58,73.1,24.1,80%,1.32,149.67,
2026-01-10 14:45:59,73.0,21.0,80%,0.93,17.71,
2026-01-10 14:45:59,72.9,28.7,80%,0.30,14.28,
2026-01-10 14:46:00,72.9,15.8,80%,0.16,12.84,
2026-01-10 14:46:00,73.0,15.5,80%,0.19,13.90,
2026-01-10 14:46:01,73.0,13.9,80%,0.14,145.29,
2026-01-10 14:46:01,73.0,11.6,80%,0.24,24.59,
2026-01-10 14:46:02,72.9,28.5,80%,1.42,148.87,
2026-01-10 14:46:02,72.9,23.4,80%,0.24,24.39,
2026-01-10 14:46:03,73.0,27.7,80%,0.47,22.85,
2026-01-10 14:46:04,72.9,12.6,80%,0.23,12.50,
2026-01-10 14:46:04,72.9,9.2,80%,0.07,13.99,
2026-01-10 14:46:05,73.0,13.0,80%,0.56,143.05,
2026-01-10 14:46:05,73.4,23.3,80%,10.89,31.76,
2026-01-10 14:46:06,73.4,26.4,80%,0.90,155.74,
2026-01-10 14:46:06,73.4,22.0,80%,0.35,26.72,
2026-01-10 14:46:07,73.5,14.1,80%,0.33,52.94,
2026-01-10 14:46:07,73.5,13.0,80%,1.07,38.78,
2026-01-10 14:46:08,73.6,15.9,80%,2.35,8.51,
2026-01-10 14:46:09,73.6,23.0,80%,0.33,128.52,
2026-01-10 14:46:09,73.6,21.6,80%,0.44,15.01,
2026-01-10 14:46:10,73.6,8.0,80%,0.16,144.18,
2026-01-10 14:46:10,73.6,17.6,80%,0.42,19.85,
2026-01-10 14:46:11,73.7,19.1,80%,1.76,35.50,
2026-01-10 14:46:11,75.4,17.5,80%,0.23,13.01,
2026-01-10 14:46:12,75.0,24.7,80%,0.00,6.02,
2026-01-10 14:46:12,75.2,26.6,80%,0.16,5.06,
2026-01-10 14:46:13,75.4,34.7,80%,0.63,144.63,
2026-01-10 14:46:14,75.0,21.7,80%,0.79,25.55,
2026-01-10 14:46:14,74.9,22.0,80%,0.77,153.22,
2026-01-10 14:46:15,75.0,14.9,80%,0.02,74.89,
2026-01-10 14:46:15,75.1,23.8,80%,0.65,29.87,
2026-01-10 14:46:16,75.1,36.7,80%,0.04,11.14,
2026-01-10 14:46:16,75.1,14.0,80%,0.00,32.11,
2026-01-10 14:46:17,75.2,14.3,80%,0.60,144.36,
2026-01-10 14:46:17,75.1,21.4,80%,0.25,22.48,
2026-01-10 14:46:18,75.2,17.8,80%,0.74,166.53,
2026-01-10 14:46:19,75.3,21.0,80%,0.06,17.39,
2026-01-10 14:46:19,75.3,25.4,80%,0.56,32.60,
2026-01-10 14:46:20,75.3,17.5,80%,0.66,20.97,
2026-01-10 14:46:20,75.3,14.1,80%,1.61,27.08,
2026-01-10 14:46:21,75.4,13.5,80%,1.86,23.96,
2026-01-10 14:46:21,75.4,9.4,80%,0.48,16.86,
2026-01-10 14:46:22,75.4,26.6,80%,0.15,179.56,
2026-01-10 14:46:22,75.5,20.6,80%,0.66,35.83,
2026-01-10 14:46:23,75.5,33.6,80%,2.19,187.55,
2026-01-10 14:46:24,75.5,23.3,80%,7.45,347.39,
2026-01-10 14:46:24,75.6,29.3,80%,0.34,199.90,
2026-01-10 14:46:25,75.7,17.6,80%,0.04,25.08,
2026-01-10 14:46:25,75.8,30.6,80%,1.52,43.62,
2026-01-10 14:46:26,75.9,31.6,80%,0.38,161.04,
2026-01-10 14:46:26,75.8,16.8,80%,0.95,23.70,
2026-01-10 14:46:27,75.9,35.7,80%,0.29,160.91,
2026-01-10 14:46:27,75.9,10.8,80%,0.62,24.87,
2026-01-10 14:46:28,75.8,21.4,80%,0.23,58.30,
2026-01-10 14:46:29,78.6,33.3,80%,0.06,25.74,
2026-01-10 14:46:29,81.9,30.0,80%,0.66,22.44,
2026-01-10 14:46:30,81.9,13.8,80%,0.70,12.06,
2026-01-10 14:46:30,80.7,28.4,80%,0.31,11.65,
2026-01-10 14:46:31,80.4,20.3,80%,29.99,12.17,
2026-01-10 14:46:31,80.4,13.2,80%,0.59,3.60,
2026-01-10 14:46:32,80.4,22.2,80%,0.19,2.61,
2026-01-10 14:46:32,80.4,16.0,80%,0.28,3.37,
2026-01-10 14:46:33,80.4,15.9,80%,0.19,137.87,
2026-01-10 14:46:34,80.4,15.5,80%,0.30,18.37,
2026-01-10 14:46:34,80.3,15.4,80%,0.26,145.41,
2026-01-10 14:46:35,80.3,15.4,80%,3.04,7.83,
2026-01-10 14:46:35,80.4,28.7,80%,0.21,22.50,
2026-01-10 14:46:36,80.5,40.6,80%,0.47,159.18,
2026-01-10 14:46:36,80.4,15.3,80%,0.32,29.54,
2026-01-10 14:46:37,80.4,16.0,80%,1.85,212.86,
2026-01-10 14:46:37,80.4,13.0,80%,0.58,25.95,
2026-01-10 14:46:38,80.4,12.8,80%,1.28,14.08,
2026-01-10 14:46:39,80.4,23.7,80%,0.24,8.92,
2026-01-10 14:46:39,80.4,19.4,80%,0.85,35.34,
2026-01-10 14:46:40,80.4,11.4,80%,0.52,149.29,
2026-01-10 14:46:40,80.4,15.5,80%,0.36,23.17,
2026-01-10 14:46:41,80.4,17.6,80%,0.47,178.80,
2026-01-10 14:46:41,80.4,11.1,80%,0.45,23.64,
2026-01-10 14:46:42,80.5,19.2,80%,0.35,27.16,
2026-01-10 14:46:42,80.6,23.6,80%,0.27,21.20,
2026-01-10 14:46:43,80.7,29.4,80%,0.00,5.43,
2026-01-10 14:46:44,80.4,17.9,80%,0.61,27.48,
2026-01-10 14:46:44,80.4,13.0,80%,0.38,17.28,
2026-01-10 14:46:45,80.4,15.3,80%,0.31,17.32,
2026-01-10 14:46:45,80.4,10.5,80%,0.18,18.77,
2026-01-10 14:46:46,80.3,35.9,80%,0.03,26.58,
2026-01-10 14:46:46,80.4,27.7,80%,0.15,16.08,
2026-01-10 14:46:47,80.4,15.0,80%,0.19,146.73,
2026-01-10 14:46:47,80.4,16.0,80%,0.56,50.62,
2026-01-10 14:46:48,80.4,15.1,80%,0.20,134.71,
2026-01-10 14:46:49,80.5,11.5,80%,0.33,14.02,
2026-01-10 14:46:49,80.5,18.2,80%,0.25,149.50,
2026-01-10 14:46:50,80.5,27.1,80%,0.30,31.79,
2026-01-10 14:46:50,80.5,8.0,80%,0.16,151.21,
2026-01-10 14:46:51,80.6,11.3,80%,1.11,15.00,
2026-01-10 14:46:51,80.6,13.1,80%,0.27,161.74,
2026-01-10 14:46:52,80.6,16.7,80%,0.64,30.73,
2026-01-10 14:46:52,80.7,26.5,80%,0.72,186.37,
2026-01-10 14:46:53,80.6,24.4,80%,0.20,25.70,
2026-01-10 14:46:54,80.6,27.1,80%,2.01,28.57,
2026-01-10 14:46:54,80.6,6.4,80%,0.37,20.35,
2026-01-10 14:46:55,83.5,40.5,80%,0.55,8.50,
2026-01-10 14:46:55,83.7,20.7,80%,0.14,12.84,
2026-01-10 14:46:56,82.9,21.2,80%,0.03,6.96,
2026-01-10 14:46:56,82.9,29.8,80%,0.22,146.31,
2026-01-10 14:46:57,83.2,25.8,80%,1.87,43.06,
2026-01-10 14:46:58,83.3,19.0,80%,1.50,175.09,
2026-01-10 14:46:58,83.1,16.6,80%,0.51,53.96,
2026-01-10 14:46:59,83.0,19.4,80%,1.95,326.87,
2026-01-10 14:46:59,84.2,38.2,80%,24.31,81.00,
2026-01-10 14:47:00,84.1,41.1,80%,2.55,156.01,
2026-01-10 14:47:00,84.7,28.0,80%,13.93,246.01,
2026-01-10 14:47:01,84.5,18.8,80%,3.65,305.21,
2026-01-10 14:47:01,84.6,26.1,80%,1.04,27.52,
2026-01-10 14:47:02,84.5,18.9,80%,1.38,164.79,
2026-01-10 14:47:03,84.6,25.6,80%,1.15,37.13,
2026-01-10 14:47:03,84.5,26.9,80%,1.64,158.40,
2026-01-10 14:47:04,84.5,14.9,80%,0.33,23.73,
2026-01-10 14:47:04,84.5,16.8,80%,2.84,29.53,
2026-01-10 14:47:05,84.5,14.4,80%,0.00,17.64,
2026-01-10 14:47:05,84.5,11.3,80%,0.11,6.08,
2026-01-10 14:47:06,84.5,35.8,80%,0.40,172.48,
2026-01-10 14:47:06,84.6,12.8,80%,0.50,52.53,
2026-01-10 14:47:07,84.5,13.8,80%,0.49,192.79,
2026-01-10 14:47:08,84.6,20.1,80%,0.23,24.81,
2026-01-10 14:47:08,84.5,18.9,80%,0.65,12.22,
2026-01-10 14:47:09,84.5,17.1,80%,0.75,467.32,
2026-01-10 14:47:09,84.5,20.5,80%,0.52,9.92,
2026-01-10 14:47:10,84.6,18.0,80%,0.64,145.12,
2026-01-10 14:47:10,84.5,12.3,80%,0.23,43.89,
2026-01-10 14:47:11,84.5,19.1,80%,0.20,156.39,
2026-01-10 14:47:12,84.5,15.1,80%,0.30,24.37,
2026-01-10 14:47:12,84.5,18.7,80%,0.36,161.51,
2026-01-10 14:47:13,84.6,32.9,80%,0.43,23.32,
2026-01-10 14:47:13,84.7,23.1,80%,0.59,155.92,
2026-01-10 14:47:14,84.5,21.8,80%,0.65,29.97,
2026-01-10 14:47:14,84.4,15.4,80%,0.19,17.59,
2026-01-10 14:47:15,84.5,11.7,80%,0.00,9.14,
2026-01-10 14:47:15,84.6,20.4,80%,0.13,62.48,
2026-01-10 14:47:16,84.5,38.9,80%,0.03,2.18,
2026-01-10 14:47:17,84.6,14.5,80%,0.18,145.06,
2026-01-10 14:47:17,84.4,8.5,80%,0.23,22.03,
2026-01-10 14:47:18,84.4,20.9,80%,0.17,151.45,
2026-01-10 14:47:18,84.4,11.8,80%,0.39,16.03,
2026-01-10 14:47:19,85.4,32.9,80%,0.39,149.82,
2026-01-10 14:47:20,86.0,41.3,80%,0.32,31.40,
2026-01-10 14:47:20,87.8,29.6,80%,0.78,23.28,
2026-01-10 14:47:21,88.1,24.9,80%,0.16,13.23,
2026-01-10 14:47:21,86.7,30.7,80%,3.04,9.75,
2026-01-10 14:47:22,85.3,36.8,80%,0.14,3.22,
2026-01-10 14:47:22,84.4,34.9,80%,0.24,16.30,
2026-01-10 14:47:23,82.6,24.4,80%,0.12,31.87,
2026-01-10 14:47:23,81.6,29.4,80%,0.22,151.26,
2026-01-10 14:47:24,80.9,29.7,80%,0.26,26.26,
2026-01-10 14:47:25,80.4,22.7,80%,0.03,144.67,
2026-01-10 14:47:25,79.6,32.8,80%,5.23,38.34,
2026-01-10 14:47:26,79.0,30.5,80%,0.03,159.16,
2026-01-10 14:47:26,77.8,18.1,80%,0.73,29.63,
2026-01-10 14:47:27,78.5,28.0,80%,64.10,163.94,
2026-01-10 14:47:27,78.9,34.4,80%,45.71,42.19,
2026-01-10 14:47:28,79.7,38.4,80%,0.64,26.80,
2026-01-10 14:47:29,79.4,42.8,80%,1.18,33.43,
2026-01-10 14:47:29,79.3,32.3,80%,15.05,47.14,
2026-01-10 14:47:30,79.5,39.2,80%,12.36,46.98,
2026-01-10 14:47:30,78.9,32.8,80%,2.65,42.43,
2026-01-10 14:47:31,78.0,33.0,80%,1.01,33.74,
2026-01-10 14:47:31,77.7,35.1,80%,0.12,46.50,
2026-01-10 14:47:32,77.2,44.0,80%,1.60,30.29,
2026-01-10 14:47:33,76.6,34.2,80%,0.00,156.04,
2026-01-10 14:47:33,75.8,20.6,80%,0.76,26.80,
2026-01-10 14:47:34,74.9,29.2,80%,0.23,161.56,
2026-01-10 14:47:34,74.9,11.9,80%,0.43,20.96,
2026-01-10 14:47:35,75.1,16.6,80%,0.31,48.40,
2026-01-10 14:47:35,75.2,25.5,80%,0.06,172.17,
